Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0235.T2.ch.snt
親	亲	oya	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	qīn	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0969.T2.ch.snt
知	知	shi	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	zhī	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1171.T2.ch.snt
抜	拔	nu	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	bá	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0435.T2.ch.snt
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0235.T2.ch.snt
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0329.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
歯	齿	ha	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	chǐ	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0571.T2.ch.snt
医	医	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1034.T2.ch.snt
者	者	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	zhě	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0021.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1126.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0528.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0842.T2.ch.snt
毎	每	mai	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0878.T2.jp.snt	měi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0393.T2.ch.snt
日	日	nichi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0878.T2.jp.snt	rì	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0563.T2.ch.snt
少	少	suko	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1589.T2.jp.snt	shǎo	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0201.T2.ch.snt
少	少	suko	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1589.T2.jp.snt	shǎo	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1032.T2.ch.snt
校	校	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2540.T2.jp.snt	xiào	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1037.T2.ch.snt
政	政	sei	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2540.T2.jp.snt	zhèng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1228.T2.ch.snt
治	治	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2540.T2.jp.snt	zhì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1228.T2.ch.snt
強	强	kyou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2540.T2.jp.snt	qiáng	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0497.T2.ch.snt
後	后	nochi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	hòu	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0571.T2.ch.snt
何	何	nan	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0644.T2.ch.snt
職	职	shoku	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	zhí	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1136.T2.ch.snt
天	天	ama	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	tiān	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0003.T2.ch.snt
下	下	kuda	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	xià	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0439.T2.ch.snt
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2500.T2.jp.snt	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0357.T2.ch.snt
方	方	hou	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1829.T2.jp.snt	fāng	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0909.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
新	新	nii	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0514.T2.ch.snt
州	州	shuu	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	zhōu	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0090.T2.ch.snt
妹	妹	mai	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	mèi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0193.T2.ch.snt
都	都	to	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	dōu	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0063.T2.ch.snt
市	市	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0557.T2.ch.snt
市	市	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1193.T2.ch.snt
民	民	min	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	mín	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0847.T2.ch.snt
新	新	nii	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0102.T2.ch.snt
市	市	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0400.T2.ch.snt
民	民	min	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	mín	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt
一	一	ichi	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0774.T2.ch.snt
年	年	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0888.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0364.T2.ch.snt
受	受	u	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	shòu	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0238.T2.ch.snt
入	入	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	rù	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0976.T2.ch.snt
受	受	u	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	shòu	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0603.T2.ch.snt
私	私	watashi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0737.T2.ch.snt
違	违	chiga	affriquee	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	wéi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0268.T2.ch.snt
楽	乐	tano	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0234.T2.jp.snt	lè	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0061.T2.ch.snt
絶	绝	ze	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1880.T2.jp.snt	jué	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0040.T2.ch.snt
事	事	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1880.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0904.T2.ch.snt
故	故	ko	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1880.T2.jp.snt	gù	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0604.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1880.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0257.T2.ch.snt
弟	弟	otouto	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4069.T2.jp.snt	dì	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0618.T2.ch.snt
夫	夫	fuu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4069.T2.jp.snt	fū	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0063.T2.ch.snt
婦	妇	fu	fricative	sourde	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4069.T2.jp.snt	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0040.T2.ch.snt
会	会	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_4069.T2.jp.snt	huì	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1033.T2.ch.snt
分	分	wa	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2752.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0360.T2.ch.snt
良	良	yo	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2752.T2.jp.snt	liáng	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0430.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2752.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0114.T2.ch.snt
出	出	de	occlusive	sonore	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2752.T2.jp.snt	chū	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1078.T2.ch.snt
母	母	kaa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3548.T2.jp.snt	mǔ	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1059.T2.ch.snt
千	千	chi	affriquee	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3548.T2.jp.snt	qiān	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0509.T2.ch.snt
葉	叶	ba	occlusive	sonore	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3548.T2.jp.snt	yè	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0476.T2.ch.snt
住	住	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3548.T2.jp.snt	zhù	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0411.T2.ch.snt
別	别	betsu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3135.T2.jp.snt	bié	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0632.T2.ch.snt
興	兴	kyou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3135.T2.jp.snt	xīng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0951.T2.ch.snt
味	味	mi	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3135.T2.jp.snt	wèi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0522.T2.ch.snt
当	当	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	dāng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0490.T2.ch.snt
然	然	zen	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	rán	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0254.T2.ch.snt
親	亲	shin	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	qīn	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0368.T2.ch.snt
付	付	tsu	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	fù	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0828.T2.ch.snt
合	合	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0027.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0570.T2.ch.snt
確	确	tashi	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0689.T2.jp.snt	què	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0826.T2.ch.snt
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2632.T2.jp.snt	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0737.T2.ch.snt
万	万	man	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2632.T2.jp.snt	wàn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0505.T2.ch.snt
円	圆	en	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2632.T2.jp.snt	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0100.T2.ch.snt
色	色	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3042.T2.jp.snt	sè	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0154.T2.ch.snt
会	会	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3042.T2.jp.snt	huì	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0236.T2.ch.snt
社	社	sha	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_3042.T2.jp.snt	shè	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0147.T2.ch.snt
曲	曲	kyoku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0815.T2.jp.snt	qū	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0237.T2.ch.snt
曲	曲	kyoku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0815.T2.jp.snt	qū	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0715.T2.ch.snt
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2684.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0742.T2.ch.snt
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2684.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1188.T2.ch.snt
族	族	zoku	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2684.T2.jp.snt	zú	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0756.T2.ch.snt
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1171.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_1220.T2.ch.snt
一	一	i	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1171.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0589.T2.ch.snt
個	个	ko	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1171.T2.jp.snt	gè	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0748.T2.ch.snt
下	下	shita	fricative	sourde	alveolo-palatale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1171.T2.jp.snt	xià	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0805.T2.ch.snt
馬	马	uma	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1210.T2.jp.snt	mǎ	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0061.T2.ch.snt
乗	乘	no	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1210.T2.jp.snt	chéng	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0670.T2.ch.snt
怖	怖	kowa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1210.T2.jp.snt	bù	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0947.T2.ch.snt
全	全	zen	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	quán	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0122.T2.ch.snt
員	员	in	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0010.T2.ch.snt
男	男	dan	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	nán	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0365.T2.ch.snt
子	子	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	zi	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0799.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt
六	六	roku	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	liù	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1137.T2.ch.snt
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0257.T2.ch.snt
円	圆	en	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1205.T2.ch.snt
陣	阵	jin	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	zhèn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0063.T2.ch.snt
組	组	ku	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3208.T2.jp.snt	zǔ	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt
最	最	sai	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2415.T2.jp.snt	zuì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0496.T2.ch.snt
初	初	sho	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2415.T2.jp.snt	chū	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0829.T2.ch.snt
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2415.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_0207.T2.ch.snt
間	间	gen	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2415.T2.jp.snt	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1255.T2.ch.snt
毎	每	mai	nasale	_	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0387.T2.jp.snt	měi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0310.T2.ch.snt
日	日	nichi	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0387.T2.jp.snt	rì	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Test_CH_0351.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0387.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0700.T2.ch.snt
走	走	hashi	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0387.T2.jp.snt	zǒu	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0424.T2.ch.snt
海	海	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3037.T2.jp.snt	hǎi	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0766.T2.ch.snt
外	外	gai	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3037.T2.jp.snt	wài	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0767.T2.ch.snt
重	重	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0740.T2.jp.snt	zhòng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0759.T2.ch.snt
分	分	wa	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0740.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1210.T2.ch.snt
和	和	wa	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0740.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0497.T2.ch.snt
大	大	tai	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0740.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0742.T2.ch.snt
